patent_type,state,year,patent_counts
utility,Washington,1993,1693
utility,Washington,1994,1838
utility,Washington,1995,2003
utility,Washington,1996,2307
utility,Washington,1997,2920
utility,Washington,1998,4015
utility,Washington,1999,4185
utility,Washington,2000,4193
utility,Washington,2001,4423
utility,Washington,2002,4829
utility,Washington,2003,5423
utility,Washington,2004,5370
utility,Washington,2005,5487
utility,Washington,2006,8251
utility,Washington,2007,8562
utility,Washington,2008,9755
utility,Washington,2009,13025
utility,Washington,2010,15783
utility,Washington,2011,14101
utility,Washington,2012,16354
utility,Washington,2013,17737
utility,Washington,2014,20506
utility,Washington,2015,20550
utility,Washington,2016,21513
utility,Washington,2017,23840
utility,Washington,2018,17936
utility,Washington,2019,27715
utility,Washington,2020,27847
utility,Washington,2021,24602
utility,Washington,2022,5678
utility,West Virginia,1976,229
utility,West Virginia,1977,199
utility,West Virginia,1978,251
utility,West Virginia,1979,191
utility,West Virginia,1980,231
utility,West Virginia,1981,255
utility,West Virginia,1982,194
utility,West Virginia,1983,187
utility,West Virginia,1984,209
utility,West Virginia,1985,193
utility,West Virginia,1986,207
utility,West Virginia,1987,203
utility,West Virginia,1988,207
utility,West Virginia,1989,276
utility,West Virginia,1990,244
utility,West Virginia,1991,278
utility,West Virginia,1992,332
utility,West Virginia,1993,337
utility,West Virginia,1994,255
utility,West Virginia,1995,268
utility,West Virginia,1996,258
utility,West Virginia,1997,265
utility,West Virginia,1998,410
utility,West Virginia,1999,347
utility,West Virginia,2000,315
utility,West Virginia,2001,384
utility,West Virginia,2002,339
utility,West Virginia,2003,317
utility,West Virginia,2004,205
utility,West Virginia,2005,236
utility,West Virginia,2006,207
utility,West Virginia,2007,212
utility,West Virginia,2008,175
utility,West Virginia,2009,224
utility,West Virginia,2010,290
utility,West Virginia,2011,253
utility,West Virginia,2012,331
utility,West Virginia,2013,339
utility,West Virginia,2014,333
utility,West Virginia,2015,327
utility,West Virginia,2016,228
utility,West Virginia,2017,285
utility,West Virginia,2018,234
utility,West Virginia,2019,307
utility,West Virginia,2020,293
utility,West Virginia,2021,266
utility,West Virginia,2022,57
utility,Wisconsin,1976,1113
utility,Wisconsin,1977,1172
utility,Wisconsin,1978,1138
utility,Wisconsin,1979,870
utility,Wisconsin,1980,1087
utility,Wisconsin,1981,1089
utility,Wisconsin,1982,1011
utility,Wisconsin,1983,1055
utility,Wisconsin,1984,1149
utility,Wisconsin,1985,1281
utility,Wisconsin,1986,1280
utility,Wisconsin,1987,1574
utility,Wisconsin,1988,1487
utility,Wisconsin,1989,1962
utility,Wisconsin,1990,1864
utility,Wisconsin,1991,1903
utility,Wisconsin,1992,2109
utility,Wisconsin,1993,2196
utility,Wisconsin,1994,2234
utility,Wisconsin,1995,2390
utility,Wisconsin,1996,2703
utility,Wisconsin,1997,2778
utility,Wisconsin,1998,3209
utility,Wisconsin,1999,3595
utility,Wisconsin,2000,3688
utility,Wisconsin,2001,4231
utility,Wisconsin,2002,4504
utility,Wisconsin,2003,4416
utility,Wisconsin,2004,4178
utility,Wisconsin,2005,3725
utility,Wisconsin,2006,4245
utility,Wisconsin,2007,3619
utility,Wisconsin,2008,3540
utility,Wisconsin,2009,3867
utility,Wisconsin,2010,5054
utility,Wisconsin,2011,4803
utility,Wisconsin,2012,4771
utility,Wisconsin,2013,5542
utility,Wisconsin,2014,5664
utility,Wisconsin,2015,5782
utility,Wisconsin,2016,5915
utility,Wisconsin,2017,6341
utility,Wisconsin,2018,5007
utility,Wisconsin,2019,7115
utility,Wisconsin,2020,7105
utility,Wisconsin,2021,6991
utility,Wisconsin,2022,1615
utility,Wyoming,1976,53
utility,Wyoming,1977,40
utility,Wyoming,1978,42
utility,Wyoming,1979,32
utility,Wyoming,1980,46
utility,Wyoming,1981,47
utility,Wyoming,1982,29
utility,Wyoming,1983,30
utility,Wyoming,1984,40
utility,Wyoming,1985,36
utility,Wyoming,1986,56
utility,Wyoming,1987,58
utility,Wyoming,1988,39
utility,Wyoming,1989,46
utility,Wyoming,1990,46
utility,Wyoming,1991,58
utility,Wyoming,1992,52
utility,Wyoming,1993,59
utility,Wyoming,1994,56
utility,Wyoming,1995,76
utility,Wyoming,1996,47
utility,Wyoming,1997,88
utility,Wyoming,1998,102
utility,Wyoming,1999,96
utility,Wyoming,2000,92
utility,Wyoming,2001,98
utility,Wyoming,2002,81
utility,Wyoming,2003,116
utility,Wyoming,2004,88
utility,Wyoming,2005,109
utility,Wyoming,2006,94
utility,Wyoming,2007,97
utility,Wyoming,2008,81
utility,Wyoming,2009,118
utility,Wyoming,2010,163
utility,Wyoming,2011,139
utility,Wyoming,2012,203
utility,Wyoming,2013,200
utility,Wyoming,2014,220
utility,Wyoming,2015,216
utility,Wyoming,2016,196
utility,Wyoming,2017,196
utility,Wyoming,2018,173
utility,Wyoming,2019,234
utility,Wyoming,2020,243
utility,Wyoming,2021,216
utility,Wyoming,2022,58
