node1,node2,year,patent_counts
H05,C23,2019,113
C08,G01,2021,113
F02,F16,2012,113
B32,B65,2015,113
Y02,B82,2020,113
B29,B01,2021,113
Y02,B23,2018,112
B29,H05,2020,112
G07,B60,2015,112
G09,G16,2021,112
F05,B23,2018,112
B65,B32,2020,112
G16,Y02,2015,112
Y10,Y02,2022,112
C09,B82,2018,112
Y10,B01,2020,112
C09,C23,2021,112
G01,F01,2018,112
A61,H02,2015,112
Y02,B65,2021,112
G06,Y10,2022,112
B23,G01,2017,112
G09,G11,2014,112
G03,H05,2015,112
F01,B60,2018,112
B32,C23,2021,112
G01,B62,2017,112
G16,Y02,2014,112
B01,B29,2020,112
F16,B29,2016,112
G02,B32,2018,112
B01,F16,2016,111
B65,Y02,2015,111
H03,Y10,2016,111
B23,G01,2021,111
G03,B82,2015,111
F05,F16,2015,111
Y02,C09,2012,111
G09,Y02,2014,111
B01,B82,2018,111
Y02,H03,2016,111
B82,Y02,2020,111
B01,F02,2018,111
B29,B01,2019,111
F05,G01,2019,111
H05,B23,2015,111
B65,G01,2015,111
B29,G03,2021,111
G09,A61,2021,110
G03,B65,2019,110
B23,H01,2011,110
B62,H02,2019,110
Y10,F02,2018,110
F02,B60,2012,110
G06,F16,2017,110
G02,B29,2011,110
H03,Y10,2012,110
F16,G03,2015,110
H01,B29,2014,110
B29,A61,2011,110
H04,B60,2013,110
B29,G02,2012,110
B60,G07,2014,110
G01,G11,2014,109
B65,B32,2021,109
C09,C23,2017,109
G06,B65,2016,109
B01,F02,2016,109
A61,B23,2020,109
C09,G03,2017,109
F01,B60,2016,109
B62,G06,2021,109
Y02,H03,2014,109
B62,G01,2017,109
F16,F01,2011,109
B82,C09,2019,109
H03,Y10,2017,109
G16,Y02,2013,109
C08,B60,2014,109
F16,B23,2013,109
Y02,B32,2019,109
G16,G01,2013,108
A61,B23,2017,108
G06,F16,2016,108
H05,B65,2019,108
B01,F16,2015,108
B32,G02,2015,108
B60,H05,2015,108
H05,F16,2016,108
B32,B60,2017,108
C07,H01,2011,108
G02,H02,2022,108
B01,B29,2017,108
B29,B01,2020,108
Y02,C09,2022,108
B23,H05,2015,107
B29,B23,2018,107
G01,B29,2020,107
B23,C23,2021,107
B01,B29,2021,107
Y10,B65,2021,107
G03,C09,2014,107
B32,B65,2014,107
B23,B32,2019,107
B32,H05,2016,107
Y02,G02,2015,107
B23,F05,2020,107
C09,B01,2021,107
F02,Y10,2020,107
A61,B23,2016,107
F05,B23,2017,107
G01,G11,2016,107
B23,C23,2019,107
B62,G06,2019,106
C12,B01,2013,106
B82,C09,2016,106
G03,C09,2018,106
B60,B65,2017,106
C08,B82,2020,106
B65,B60,2017,106
B01,B29,2016,106
Y02,B23,2016,106
H05,F16,2021,106
C09,G01,2017,106
F01,B60,2015,106
C09,A61,2021,106
A61,G07,2019,106
B62,Y02,2022,106
B23,F01,2017,106
B32,F16,2016,106
B23,F05,2019,106
G02,H05,2011,106
H05,H04,2011,106
F16,B65,2015,106
F16,B01,2019,106
Y10,F01,2019,106
F01,G01,2015,106
Y02,C12,2022,106
H03,G11,2022,105
B01,F02,2015,105
B01,B82,2019,105
Y10,H03,2014,105
G01,B62,2022,105
F05,B23,2021,105
Y02,H03,2015,105
Y10,B60,2021,105
Y10,C08,2021,105
F16,B23,2022,105
H05,C09,2018,105
G01,F02,2016,105
Y02,C23,2020,105
A61,H05,2013,105
B65,B32,2019,105
C08,G03,2018,105
B29,H01,2014,105
Y10,F05,2018,105
G09,A61,2017,105
B65,H01,2020,105
C09,B32,2022,104
A61,B60,2017,104
G03,F16,2017,104
G03,C08,2012,104
Y02,C23,2015,104
H05,B32,2021,104
B29,G03,2020,104
B82,G03,2016,104
B82,Y02,2021,104
H05,H03,2018,104
C08,H05,2021,104
C23,C09,2015,104
Y02,B32,2020,104
G01,F05,2021,104
C08,B82,2011,104
Y02,C23,2016,104
B60,Y10,2022,104
B82,G11,2014,104
C23,H05,2017,104
C09,B32,2014,103
G01,F01,2016,103
G07,Y02,2018,103
H03,H05,2017,103
B29,G03,2019,103
B23,F16,2014,103
B29,F16,2011,103
B01,B29,2015,103
C07,H05,2014,103
G03,B82,2016,103
H04,H05,2011,103
H05,F16,2018,103
C08,C12,2020,103
B62,H02,2021,103
A61,B23,2014,103
B82,G02,2013,103
Y02,B62,2016,103
F16,F05,2013,103
B23,H01,2022,102
Y02,B82,2019,102
H05,G03,2018,102
H03,H05,2018,102
B82,C09,2014,102
B62,F16,2013,102
G06,B60,2012,102
B65,B01,2019,102
C08,H05,2018,102
G16,Y10,2012,102
C07,B82,2016,102
F16,B01,2020,102
H02,F01,2020,102
C08,B32,2011,102
G01,G16,2012,102
B29,G01,2017,102
G09,A61,2016,102
B01,C09,2015,102
G03,H02,2020,102
C09,G01,2016,102
F16,A61,2018,102
B65,G07,2019,102
H02,F16,2011,102
G03,Y02,2020,102
C08,C12,2019,101
B65,G06,2022,101
G02,Y02,2012,101
F16,F05,2012,101
Y02,B65,2018,101
H02,B65,2019,101
B60,F01,2018,101
Y02,G02,2018,101
H05,G09,2014,101
H02,H05,2012,101
B32,A61,2017,101
A61,C09,2011,101
G01,F16,2012,101
G02,Y02,2013,101
B23,H05,2021,101
B65,Y02,2022,101
B29,B01,2017,101
G01,G11,2020,101
B23,Y10,2022,100
B65,G06,2015,100
B29,B60,2012,100
B60,F02,2011,100
G01,G03,2011,100
F16,G01,2012,100
Y10,C23,2020,100
B32,H05,2018,100
Y02,C23,2017,100
F01,B23,2021,100
H01,B01,2012,100
G06,H02,2012,100
G01,G11,2011,100
H02,G02,2018,100
B29,B60,2013,100
G01,H03,2011,100
H05,C08,2019,100
A61,B29,2011,100
B60,G03,2020,100
C12,G16,2022,99
F16,G06,2018,99
A61,B23,2015,99
Y02,H03,2022,99
G11,Y02,2014,99
G11,G09,2017,99
H01,F16,2013,99
A61,B32,2021,99
G02,B82,2018,99
F05,G01,2021,99
F02,H02,2018,99
B82,C09,2021,99
G11,G09,2020,99
G01,H03,2012,99
G01,G03,2012,99
C23,B32,2016,99
Y02,B23,2015,99
B82,G02,2014,99
B60,B65,2018,99
F16,B29,2018,99
C12,Y10,2018,99
B01,C09,2014,99
Y02,H03,2018,98
H05,G03,2017,98
B60,B29,2017,98
B32,C23,2018,98
H03,H02,2012,98
H01,F02,2016,98
Y02,B32,2021,98
F01,G01,2016,98
C12,G16,2017,98
G09,H03,2019,98
B29,F16,2022,98
B29,A61,2022,98
C07,H05,2011,98
C07,B82,2014,98
Y10,H05,2021,98
F16,H01,2022,98
B62,Y02,2014,98
Y02,B32,2017,98
Y10,G07,2014,98
C08,B60,2013,98
B23,F01,2015,98
F02,H01,2021,98
C08,B32,2012,98
G16,C12,2018,98
H01,B29,2013,98
C12,C08,2021,98
H01,B65,2016,97
C12,C08,2017,97
H05,G03,2015,97
G03,F16,2020,97
Y10,G11,2016,97
G03,Y02,2019,97
G03,Y10,2019,97
B62,H02,2020,97
G01,G09,2013,97
Y02,B62,2015,97
F16,A61,2015,97
B29,C09,2015,97
B65,G07,2020,97
F02,G01,2014,97
B29,B23,2016,97
B65,B01,2021,97
B60,G06,2011,97
Y02,B65,2017,97
G01,F16,2013,97
F02,B01,2016,97
G06,B62,2022,97
G09,G11,2013,97
G06,B29,2018,97
B65,H02,2021,96
B23,B32,2020,96
H04,B65,2021,96
C07,B82,2015,96
H03,Y02,2013,96
C07,H01,2022,96
C09,C23,2015,96
B29,H04,2020,96
G16,G09,2017,96
G06,B62,2018,96
C09,B01,2015,96
H01,B01,2022,96
H02,A61,2017,96
B60,B29,2018,96
C09,G01,2018,96
C07,H05,2019,96
G09,G16,2017,96
G01,G03,2013,96
C07,H05,2013,96
G01,C09,2015,96
H04,H02,2012,96
G03,H05,2014,96
G01,C08,2020,95
Y10,F02,2019,95
Y02,G09,2016,95
H01,B65,2017,95
B29,B23,2015,95
Y10,H01,2022,95
H05,H03,2017,95
C08,B82,2018,95
G03,G01,2022,95
H05,A61,2015,95
B29,G06,2017,95
B65,H01,2021,95
B60,H04,2011,95
A61,B60,2016,95
B65,H02,2019,95
B29,H04,2019,95
G09,G03,2020,95
G03,G01,2011,95
F16,H01,2014,94
B65,G03,2011,94
G03,B65,2013,94
G02,B29,2022,94
C08,B65,2019,94
G02,B32,2015,94
G09,H05,2022,94
G06,F16,2015,94
B65,Y02,2013,94
C09,A61,2014,94
B29,H01,2013,94
G03,B82,2017,94
B01,F02,2014,94
G01,B29,2019,94
G07,Y10,2011,94
G01,C09,2016,94
G01,G09,2022,94
B29,B01,2016,94
C08,B60,2012,94
B65,G01,2022,94
G06,B62,2017,93
A61,B60,2015,93
G01,B23,2018,93
H05,G11,2020,93
F01,H02,2019,93
C09,G03,2019,93
H02,H05,2011,93
B01,B65,2018,93
G01,B23,2021,93
B29,G03,2016,93
G06,B32,2020,93
F16,G06,2015,93
Y10,H03,2012,93
G06,B65,2011,93
H02,F16,2012,93
G03,H05,2018,93
B29,Y10,2022,93
Y02,B29,2014,93
G09,H03,2020,93
B23,F01,2016,93
B82,C09,2020,93
B29,G03,2017,92
G01,B62,2016,92
Y10,B62,2018,92
B23,H05,2018,92
B29,B01,2015,92
F05,H02,2017,92
C07,B82,2011,92
H02,F05,2017,92
H05,B23,2018,92
G01,G11,2012,92
A61,G09,2013,92
B82,G01,2021,92
C09,B01,2016,92
A61,B32,2016,92
B29,H01,2022,92
G03,B65,2016,92
A61,H02,2022,92
G01,G11,2015,92
G11,Y02,2012,92
B60,G09,2018,92
F01,H02,2021,92
C08,F16,2020,92
Y10,G16,2011,92
G01,B29,2021,92
H05,C09,2011,92
H05,H02,2012,92
C12,C08,2014,92
F02,H01,2019,92
A61,C09,2022,92
G03,B65,2020,91
C08,C12,2021,91
C23,C09,2013,91
B23,F05,2017,91
Y02,C23,2014,91
B32,G02,2022,91
C07,H05,2012,91
C08,H05,2013,91
H04,B65,2018,91
G09,G01,2012,91
F02,B01,2018,91
B65,H02,2020,91
G01,B65,2022,91
C08,H05,2015,91
C09,C23,2016,91
C09,G03,2016,91
Y10,C23,2021,91
G06,B29,2017,91
H02,A61,2021,91
G02,C08,2013,91
G11,H05,2017,90
F05,F16,2012,90
Y10,G16,2014,90
H03,H02,2011,90
Y02,G16,2019,90
C23,C09,2014,90
C23,B23,2021,90
Y02,G09,2022,90
C09,G01,2015,90
H01,F02,2020,90
C07,Y10,2018,90
Y02,B65,2016,90
A61,B23,2021,90
G09,G01,2022,90
B60,F01,2015,90
G16,Y10,2015,90
G09,Y02,2012,90
B60,A61,2018,90
H05,B29,2019,90
F01,B01,2022,90
C12,C08,2018,90
G01,H05,2011,90
B82,G01,2019,90
Y10,G07,2011,89
B65,B60,2018,89
G03,F16,2016,89
H02,F05,2016,89
B65,B29,2022,89
G01,C09,2018,89
Y02,G02,2014,89
C07,B82,2013,89
B62,G01,2018,89
Y02,B32,2018,89
G03,F16,2021,89
F02,H01,2016,89
B82,H01,2022,89
G03,B65,2017,89
B60,C08,2020,89
B23,F01,2018,89
G01,F05,2020,89
G06,H02,2011,89
F01,F16,2011,89
B60,B29,2014,89
B65,G07,2017,89
B62,Y10,2020,89
C08,C12,2017,89
H05,C23,2015,89
A61,B82,2022,89
F16,G01,2011,89
Y10,B23,2022,89
Y02,G07,2022,89
B32,C09,2011,89
Y02,G16,2021,89
F05,Y10,2020,89
H02,G06,2011,89
Y02,C23,2019,89
A61,H02,2014,89
B60,G09,2017,88
G09,G11,2011,88
F02,F16,2011,88
C09,B29,2017,88
G01,G11,2021,88
F16,B29,2015,88
G16,C12,2022,88
B65,B29,2013,88
G01,G11,2013,88
G11,Y02,2011,88
Y02,B82,2018,88
Y02,C23,2013,88
H01,B32,2011,88
B32,G02,2014,88
C09,G03,2020,88
B82,G02,2015,88
B65,B01,2017,88
B32,B60,2018,88
C09,C23,2018,88
A61,B32,2017,88
B23,G01,2018,88
B82,C08,2014,88
C09,G03,2021,88
H05,G01,2011,88
C09,G01,2014,88
Y02,G02,2022,88
G03,B65,2015,87
G01,F05,2019,87
F05,F16,2014,87
Y02,G07,2017,87
C08,F16,2021,87
G11,G09,2021,87
B82,C09,2015,87
B01,F02,2012,87
C23,B32,2015,87
H05,G01,2012,87
G01,F16,2011,87
G01,H05,2012,87
B29,C09,2014,87
G09,H05,2012,87
G07,Y02,2017,87
H01,B32,2012,87
B29,G02,2011,87
C23,H05,2020,87
B65,G07,2016,87
F02,H01,2020,87
H02,A61,2016,87
G01,B23,2015,87
G03,B29,2020,87
H05,G03,2014,87
B23,F01,2021,87
G16,G09,2016,87
H01,B65,2018,87
B32,Y02,2012,87
H05,H03,2015,86
H05,C08,2021,86
H02,G02,2016,86
Y02,B62,2022,86
B32,G02,2013,86
B32,H01,2012,86
B82,G01,2020,86
C09,B29,2018,86
B29,H05,2021,86
G03,G01,2012,86
G01,G09,2012,86
B65,B32,2017,86
G03,B65,2018,86
B23,G02,2020,86
G01,H02,2011,86
B29,B23,2022,86
H02,B65,2020,86
G03,Y10,2018,86
F02,B01,2017,86
C08,F16,2019,86
G03,Y02,2021,86
C23,B23,2019,86
F16,B32,2019,86
Y02,G11,2017,86
H02,F05,2015,86
B01,F16,2014,86
B29,B23,2014,86
C09,G03,2014,86
Y10,B62,2019,86
B82,B01,2015,86
H02,F05,2014,85
Y10,G09,2017,85
G06,B29,2022,85
F16,F02,2011,85
B65,B01,2020,85
Y10,H03,2013,85
B29,B60,2022,85
G02,B60,2015,85
G11,G01,2018,85
G01,G11,2017,85
A61,G07,2021,85
C23,H05,2016,85
B65,H04,2018,85
H02,F05,2018,85
C09,A61,2018,85
H02,H04,2011,85
B23,F01,2014,85
G03,C08,2011,85
F02,H01,2017,85
B01,F02,2011,85
A61,H05,2012,85
B60,G07,2013,85
Y10,G16,2012,85
G16,G01,2011,85
B32,B23,2020,85
F02,H02,2016,85
G11,B82,2016,85
H01,F02,2019,85
F02,G01,2013,85
H04,G16,2012,85
H05,C23,2017,85
B01,B65,2015,84
G06,F16,2018,84
C23,B32,2018,84
B60,G09,2022,84
G16,G01,2012,84
B65,A61,2011,84
B29,F05,2020,84
G01,G09,2011,84
G09,A61,2015,84
Y02,G11,2016,84
C07,B82,2019,84
H02,A61,2018,84
Y02,G11,2019,84
B82,G02,2012,84
H03,H05,2016,84
A61,B32,2015,84
C09,B32,2013,84
C09,G03,2015,84
B23,F16,2022,84
B23,Y02,2012,84
G11,Y02,2022,84
H02,G02,2015,84
A61,H03,2020,84
B01,C09,2013,84
H02,H03,2011,84
F01,B23,2016,84
B60,A61,2016,84
Y02,B32,2016,84
H05,B60,2022,84
B32,H01,2011,83
H04,B29,2019,83
G01,C23,2017,83
Y10,C12,2018,83
B29,H01,2011,83
Y02,G11,2015,83
H05,G11,2016,83
B65,H01,2017,83
H04,B62,2021,83
G01,G07,2014,83
C08,C12,2015,83
B65,B29,2014,83
B65,G07,2018,83
B32,C23,2017,83
A61,B23,2013,83
F16,H04,2022,83
G02,Y02,2011,83
C08,C12,2016,83
Y02,C23,2021,83
B65,H05,2019,83
B01,Y10,2022,83
B60,G03,2021,82
Y02,C23,2011,82
F05,H02,2018,82
G11,Y02,2013,82
F16,B62,2011,82
C08,B60,2011,82
F16,H04,2015,82
H01,B65,2015,82
B65,G07,2015,82
B29,B60,2011,82
B01,B60,2020,82
Y02,G16,2017,82
B82,C09,2013,82
C12,G16,2018,82
C12,B01,2012,82
G07,Y10,2015,82
G03,H02,2021,82
B82,Y02,2018,82
Y02,G09,2017,82
C23,C09,2011,82
G01,G11,2019,82
B62,F16,2012,82
C12,Y10,2020,82
H05,B32,2017,82
Y02,C08,2022,82
B32,F16,2014,82
H05,H02,2011,82
F01,B60,2014,82
G06,B65,2015,82
G09,Y10,2019,82
B60,F01,2014,82
G01,B29,2017,81
F16,B01,2017,81
B32,A61,2016,81
H02,F01,2021,81
G06,B82,2020,81
F02,G01,2022,81
H02,G11,2014,81
C08,C12,2014,81
Y10,G02,2021,81
Y10,G16,2013,81
B23,G06,2020,81
G01,B23,2016,81
H04,B65,2011,81
G11,G09,2019,81
G09,G03,2019,81
B60,G03,2019,81
G03,G09,2020,81
G09,G16,2016,81
C08,H05,2012,81
G01,F01,2015,81
Y02,B82,2021,81
B32,B23,2019,81
G03,F16,2018,81
B65,B60,2016,81
G01,G16,2011,81
G07,Y02,2016,81
A61,G07,2020,81
A61,B60,2018,81
C07,Y10,2019,81
G01,C08,2019,81
B23,B29,2018,81
C08,G03,2011,81
B82,C09,2011,80
G09,A61,2018,80
B32,B65,2013,80
B32,F16,2015,80
C12,C08,2015,80
G11,Y10,2017,80
F16,H05,2015,80
C12,Y10,2019,80
H05,G11,2018,80
B32,G06,2018,80
B82,G03,2017,80
B32,A61,2015,80
C08,G01,2017,80
H02,F02,2017,80
C23,B23,2020,80
B23,G01,2016,80
B82,G01,2018,80
F16,G03,2014,80
G16,H04,2013,80
G16,C12,2017,80
H05,Y10,2022,80
G03,C07,2016,80
C12,B82,2017,80
F02,B01,2015,80
B65,Y02,2011,80
H01,B29,2012,80
G07,Y10,2017,80
H02,F01,2019,80
H02,H03,2012,80
H02,G02,2022,80
C12,B82,2014,80
C08,B65,2017,80
C23,F16,2019,80
C23,B82,2015,79
G07,Y10,2014,79
F16,H01,2013,79
B82,C08,2013,79
G16,G09,2018,79
H03,Y02,2012,79
F01,H02,2020,79
C09,B82,2022,79
H04,B65,2017,79
F05,G01,2018,79
C09,G03,2013,79
G01,B82,2022,79
G09,G03,2021,79
B29,C09,2022,79
B60,G02,2014,79
H05,C23,2018,79
H05,B29,2020,79
H04,F16,2018,79
B65,G01,2014,79
B29,H05,2017,79
H05,A61,2014,79
Y10,B01,2021,79
H02,F05,2013,79
F02,G01,2012,79
G03,C07,2019,79
B29,G02,2022,79
H01,F02,2021,78
B01,F02,2013,78
B65,H01,2016,78
A61,F16,2011,78
G03,C07,2014,78
G06,B82,2011,78
F05,H02,2013,78
B29,B01,2014,78
B65,H04,2015,78
G07,B65,2019,78
G03,H05,2022,78
B29,G01,2018,78
Y02,G16,2020,78
C07,G03,2014,78
B29,F05,2021,78
G11,H05,2020,78
F16,A61,2013,78
G09,H03,2017,78
Y02,G16,2016,78
C08,B60,2022,78
F16,G06,2022,78
F16,B23,2012,78
B32,A61,2018,78
B32,B60,2016,78
B65,B32,2016,78
Y02,G07,2016,78
G16,C12,2014,78
B23,B29,2017,78
F16,B29,2014,78
B01,B29,2018,78
H04,F16,2016,78
G09,H03,2021,78
C09,C23,2014,78
Y02,G09,2018,78
F16,B65,2014,78
G03,H02,2019,78
Y10,C12,2019,78
B29,F16,2012,78
Y02,G16,2022,77
B65,H04,2017,77
B23,H05,2013,77
B60,G09,2016,77
G03,B65,2014,77
B65,G07,2021,77
B32,H05,2022,77
B01,H05,2020,77
G01,C08,2021,77
H05,G11,2021,77
H05,C08,2020,77
C12,C08,2013,77
G03,C07,2015,77
H05,B60,2015,77
B23,F05,2016,77
H04,Y10,2022,77
G03,B65,2021,77
Y02,G16,2015,77
B23,Y02,2013,77
H05,C23,2020,77
B32,H05,2015,77
F16,G06,2014,77
F16,A61,2014,77
G01,B65,2014,77
F02,H01,2018,77
C23,Y02,2022,77
G02,B23,2021,77
B23,G01,2015,77
H05,B65,2020,77
B65,H05,2020,77
G09,Y02,2013,77
Y02,B32,2015,77
B62,G01,2022,77
G02,H02,2015,77
H05,A61,2022,77
B82,C09,2012,77
F16,B32,2017,77
G07,Y10,2012,77
G02,B23,2019,77
H05,C23,2016,77
G02,B23,2020,77
B29,G01,2016,77
B23,B65,2019,76
C23,F01,2019,76
C09,G03,2018,76
C09,B65,2020,76
Y02,B62,2013,76
G16,Y10,2013,76
C08,Y10,2022,76
B82,G02,2011,76
F05,H02,2016,76
G09,A61,2014,76
A61,B32,2018,76
C12,B82,2016,76
B23,F05,2018,76
Y10,H03,2011,76
G03,C07,2017,76
B01,B29,2014,76
B65,H04,2016,76
G16,G09,2014,76
Y02,G07,2018,76
G01,C09,2014,75
B65,H01,2015,75
B01,F16,2013,75
A61,G03,2020,75
B01,B29,2013,75
H05,G11,2017,75
H05,B29,2015,75
Y02,B65,2015,75
C09,B01,2018,75
Y02,G02,2012,75
G09,Y10,2018,75
B23,H05,2014,75
H02,F02,2016,75
G06,B23,2020,75
H05,B29,2021,75
B23,B32,2017,75
G07,G01,2014,75
B62,G01,2016,75
G16,Y02,2012,75
F16,B32,2020,75
F05,H02,2022,75
H01,B65,2022,75
G07,B60,2014,75
B65,H05,2018,75
H02,F02,2018,75
G09,G03,2015,75
G11,H05,2019,75
G06,C12,2021,75
G09,G01,2011,75
H05,C08,2018,75
F16,G02,2017,75
B62,Y02,2013,74
H05,G03,2013,74
H01,F16,2012,74
H05,C08,2015,74
C23,B23,2017,74
C23,H05,2014,74
B29,B01,2018,74
G09,H03,2015,74
Y02,H03,2013,74
Y02,B62,2014,74
C23,G01,2020,74
H01,B29,2011,74
H04,B62,2019,74
G03,G09,2021,74
C12,G16,2016,74
G09,G16,2018,74
H04,B60,2012,74
C09,A61,2012,74
B23,G02,2019,74
Y02,B23,2014,74
B60,H03,2020,74
C12,B82,2021,74
C09,A61,2013,74
C12,B01,2011,74
A61,G07,2017,74
B82,C08,2016,74
B29,G03,2018,74
G16,Y02,2011,74
B23,B32,2021,74
B82,Y10,2021,74
G09,G11,2012,74
C08,C23,2019,73
F02,B60,2011,73
F16,H05,2022,73
H05,F16,2015,73
C09,B29,2016,73
A61,H02,2013,73
B82,C08,2015,73
B65,Y02,2012,73
A61,H03,2019,73
G06,F16,2014,73
B32,G09,2019,73
B60,B65,2015,73
G06,C12,2020,73
B32,H05,2014,73
C23,H05,2021,73
H05,C23,2021,73
B23,B32,2015,73
B32,A61,2014,73
Y10,G01,2022,73
H01,F02,2018,73
G06,F16,2022,72
Y02,G11,2021,72
C12,Y10,2021,72
H03,G02,2020,72
G02,C08,2011,72
H01,B29,2022,72
C23,H05,2015,72
B65,B29,2012,72
A61,G03,2019,72
Y02,G09,2015,72
G11,H05,2018,72
Y02,G02,2013,72
B32,G09,2021,72
F16,G02,2019,72
F05,F16,2013,72
A61,G09,2012,72
B65,B62,2021,72
C08,H05,2014,72
B82,G02,2017,72
C09,Y10,2022,72
B65,B62,2020,72
B23,C23,2018,72
C09,H05,2022,72
B23,C23,2017,72
Y02,C23,2018,72
Y02,C23,2012,72
Y10,H02,2021,72
G09,H03,2016,72
B60,B65,2016,72
C12,B82,2020,72
F02,G01,2011,71
G06,B32,2019,71
Y10,H03,2015,71
B65,G07,2014,71
C08,C12,2018,71
Y02,B29,2013,71
H04,B62,2020,71
B82,A61,2014,71
H04,F16,2015,71
G02,C07,2019,71
Y10,H04,2021,71
B23,A61,2021,71
B01,F02,2022,71
B82,C08,2011,71
F01,G01,2014,71
B23,F16,2013,71
G02,B32,2014,71
B29,G06,2018,71
G03,F16,2014,71
H05,C08,2017,71
B32,Y02,2011,71
G07,A61,2019,71
H03,Y02,2011,71
B32,B60,2022,71
A61,B32,2014,70
B32,B65,2011,70
B29,H01,2012,70
G03,B29,2017,70
B01,H05,2019,70
B65,B60,2015,70
B01,B60,2021,70
B29,H05,2018,70
H05,B29,2016,70
C12,G16,2013,70
G03,G09,2019,70
B65,G07,2013,70
B62,H02,2017,70
Y02,G07,2015,70
C23,C08,2019,69
G03,H05,2013,69
G03,B65,2011,69
G06,B29,2015,69
B65,H01,2018,69
F01,B60,2022,69
B62,F16,2011,69
Y10,G16,2015,69
G02,F16,2019,69
B32,G01,2020,69
H01,B62,2019,69
B65,B23,2019,69
C23,H05,2019,69
H05,B23,2014,69
C23,G01,2017,69
B29,F01,2020,69
B29,F05,2019,69
H03,B60,2021,69
C23,C09,2012,69
Y10,G07,2013,69
C12,B82,2015,69
C12,G06,2020,69
B29,C09,2013,69
B82,C09,2018,69
H05,B32,2018,69
F16,H01,2012,69
Y02,G11,2020,69
H05,B32,2016,69
G09,B60,2017,69
B23,F16,2012,69
H02,B62,2022,69
B82,B01,2011,69
C12,B82,2019,69
B60,F01,2022,69
B82,G02,2016,69
B60,B32,2020,69
B60,G09,2015,69
C08,G01,2016,68
C23,B82,2014,68
G03,F16,2015,68
G07,Y10,2016,68
B29,H05,2016,68
G07,B65,2020,68
H03,G09,2019,68
F16,B32,2021,68
G16,H04,2012,68
B65,F16,2022,68
Y02,B29,2011,68
G09,B60,2018,68
C08,B65,2016,68
G03,B29,2014,68
B01,C23,2016,68
B65,G06,2013,68
H02,B62,2018,68
F16,G02,2021,68
B60,A61,2015,68
B32,B23,2015,68
B01,G06,2020,68
G16,G09,2022,68
H02,G03,2020,68
Y02,B29,2012,68
B01,G06,2019,68
B23,G06,2019,68
B23,F05,2021,68
G03,Y02,2015,68
H05,G11,2015,68
F16,B01,2021,68
C12,G16,2015,68
A61,H03,2021,67
B65,G06,2014,67
B23,F01,2013,67
G03,C09,2013,67
H04,B65,2016,67
H04,B29,2020,67
F02,H01,2015,67
Y02,B23,2022,67
H02,G02,2014,67
H01,F02,2015,67
H05,G09,2013,67
H05,B23,2013,67
C08,H05,2011,67
A61,B60,2014,67
B65,F16,2014,67
F16,A61,2012,67
F02,B01,2012,67
G06,B29,2016,67
B32,G09,2020,67
H05,G09,2011,67
F01,B23,2015,67
F05,H02,2014,67
G07,Y10,2013,67
B23,A61,2020,67
G02,B32,2022,67
Y10,C07,2018,67
B32,G06,2016,67
H02,F01,2017,67
B01,C09,2022,67
H02,G11,2015,67
B62,H04,2020,67
H05,C08,2012,67
G02,C23,2016,67
A61,G03,2016,66
G01,F02,2015,66
G01,B23,2022,66
G07,B65,2018,66
C23,F16,2020,66
H01,B65,2014,66
B32,G02,2011,66
G01,F05,2017,66
B82,B01,2019,66
H05,B23,2012,66
H02,F05,2022,66
G01,B62,2015,66
B82,B01,2014,66
C07,B82,2012,66
B32,B23,2021,66
B29,B82,2017,66
B29,G01,2015,66
Y10,C07,2019,66
B82,C08,2017,66
H03,H05,2015,66
B82,C07,2017,66
G07,B65,2021,66
H02,G03,2019,66
B82,G02,2019,66
C07,B82,2017,66
F02,H02,2015,66
G06,C12,2019,66
C23,G01,2019,66
H04,B65,2015,66
B29,G06,2022,66
G03,G09,2017,66
B65,H02,2018,66
F16,F05,2011,66
B23,F05,2015,66
G02,C23,2019,66
H02,F05,2011,66
G03,B29,2021,65
C09,B29,2015,65
Y10,B62,2020,65
F05,B23,2015,65
F01,Y10,2021,65
B32,G06,2017,65
B23,B32,2018,65
B65,G03,2022,65
Y10,G03,2019,65
Y10,F05,2019,65
B60,C08,2019,65
G03,B60,2021,65
B32,C23,2015,65
C08,C12,2013,65
H05,C08,2016,65
B23,G02,2021,65
G11,G09,2016,65
B32,C23,2016,65
G02,H02,2013,65
C23,F01,2017,65
B32,B23,2018,65
G03,B82,2019,65
F16,B01,2016,65
B65,B62,2019,65
B60,B29,2022,65
G02,F16,2017,65
H05,C23,2013,65
B01,C09,2011,65
H05,H03,2014,65
C07,G03,2015,65
F05,H02,2012,65
G11,G09,2018,65
B82,B01,2016,65
H05,G09,2012,65
C08,B65,2015,65
C08,G01,2018,65
G09,G03,2017,65
G01,B29,2018,64
H05,B65,2018,64
G03,G09,2015,64
Y10,F02,2020,64
G07,G09,2015,64
H05,C07,2015,64
A61,G09,2011,64
G02,B23,2017,64
C07,G03,2013,64
H03,G09,2017,64
B01,F16,2012,64
B29,G06,2016,64
C08,C23,2020,64
B65,B23,2020,64
B65,B01,2016,64
Y02,G11,2014,64
G02,G16,2019,64
B23,A61,2016,64
B60,F01,2013,64
F05,G01,2017,64
F16,C08,2019,64
F02,H02,2022,64
G16,C12,2012,64
B82,C07,2015,64
G02,C08,2012,64
F05,B23,2016,64
H02,A61,2015,64
B23,G06,2021,64
