node1,node2,year,patent_counts
C07,H04,2019,10
H05,G16,2020,10
C07,B29,2019,10
H03,B62,2020,10
F05,H05,2019,10
G01,B32,2012,10
B62,B32,2022,10
C08,G11,2011,10
B60,F05,2011,10
H04,F02,2022,10
B29,H04,2011,10
C09,B60,2022,10
H04,C09,2014,9
G11,B65,2015,9
F16,G02,2011,9
B23,C08,2020,9
G06,B23,2012,9
F01,B62,2022,9
B62,G07,2014,9
B23,G09,2022,9
F01,C08,2017,9
B82,H02,2021,9
G09,C08,2020,9
G11,C08,2014,9
B23,G06,2011,9
H03,B65,2021,9
C09,G07,2015,9
A61,G11,2015,9
C09,G11,2014,9
B62,G16,2021,9
H02,B82,2017,9
B29,C12,2012,9
F05,C08,2017,9
H02,C23,2020,9
G11,B32,2017,9
G02,G07,2012,9
H02,C09,2017,9
F05,B01,2022,9
B32,C12,2017,9
B01,G07,2017,9
C12,B29,2017,9
B23,G03,2022,9
G09,C08,2021,9
C23,C12,2017,9
B62,B65,2011,9
B62,G02,2021,9
B29,G07,2021,9
H05,B82,2022,9
C09,G07,2017,9
B62,H01,2014,9
C12,G02,2012,9
C07,F01,2020,9
B23,B82,2014,9
G02,C12,2016,9
G06,C12,2012,9
G06,C08,2015,9
F05,B01,2015,9
C07,G06,2012,9
B65,C23,2020,9
B29,G09,2012,9
G07,B82,2015,9
B01,H02,2015,9
C09,H04,2016,9
G07,F16,2016,9
H02,B82,2016,9
H01,B62,2012,9
B65,G11,2020,9
B23,C08,2016,9
C07,B32,2015,9
B01,G07,2015,9
G03,B23,2021,9
C08,G11,2015,9
F16,B82,2016,9
G06,B01,2012,9
G11,G07,2016,9
G07,C09,2012,9
B62,H05,2016,9
C08,F05,2020,9
F02,C09,2019,9
B65,F05,2020,9
B60,C09,2015,9
B01,B23,2012,9
H04,F05,2016,9
B62,G09,2014,9
G11,F16,2020,9
B82,B29,2022,9
G09,C09,2014,9
H02,C08,2020,9
G11,C09,2016,9
B62,H04,2014,9
B23,F02,2012,9
C08,F02,2019,9
A61,F05,2019,9
H05,B62,2016,9
C08,B23,2014,9
C23,C12,2020,9
H03,F16,2021,9
G07,G11,2016,9
B62,F01,2022,9
G16,H02,2019,9
B32,C12,2019,9
A61,F05,2018,9
C07,H04,2018,9
F05,H05,2018,9
G11,B29,2018,9
B82,B32,2012,9
B60,B01,2011,9
F05,G07,2020,9
G16,G11,2019,9
H02,B32,2022,9
H04,F05,2020,9
F01,G07,2018,9
G02,F01,2019,9
F05,B60,2012,9
B32,F02,2017,9
B62,G06,2011,9
B23,G03,2021,9
G07,B62,2011,9
G09,B82,2013,9
G06,F01,2013,9
G16,B29,2019,9
G06,F05,2018,9
C09,F05,2019,9
H03,A61,2011,9
G03,B01,2018,9
F01,B65,2020,9
B29,B62,2013,9
F05,H01,2022,9
G09,H02,2011,9
G16,G11,2022,9
H02,B29,2011,9
G16,B65,2012,9
G07,H03,2022,9
H03,C23,2020,9
G03,G07,2018,9
F05,G02,2020,9
B62,B29,2018,9
H05,F05,2018,9
C12,H04,2018,9
H02,B82,2018,9
G03,B32,2011,9
C12,B65,2022,9
B82,H03,2018,9
B65,B23,2012,9
G16,G11,2018,9
Y10,G03,2022,9
C07,G11,2012,9
B60,F05,2013,9
B62,F01,2018,9
G16,B60,2018,9
F01,B32,2012,9
F01,H05,2013,9
F05,G06,2017,9
C07,H02,2017,9
A61,G11,2011,9
B32,G01,2011,9
F16,G16,2019,9
C07,H02,2019,9
B32,F01,2011,9
B23,B60,2013,9
C07,G06,2013,9
G11,F16,2019,9
G03,G16,2017,9
F02,H03,2017,9
H04,C12,2017,9
G02,B65,2011,9
B23,B65,2011,9
C12,H04,2019,9
G16,B82,2013,9
C12,G03,2017,9
F05,H04,2017,9
A61,F01,2013,9
G09,F16,2013,9
C09,H02,2022,8
C23,G06,2022,8
C12,B29,2022,8
G07,F16,2015,8
B29,C12,2015,8
G11,C09,2022,8
B32,F01,2012,8
C23,B29,2012,8
F16,H03,2020,8
F01,H05,2022,8
G11,C07,2012,8
H04,C09,2012,8
B23,C09,2013,8
H02,G09,2013,8
C07,B29,2020,8
G02,B65,2013,8
G06,C23,2013,8
H05,C12,2015,8
C23,F02,2013,8
G02,B62,2021,8
B01,G07,2021,8
G02,H03,2013,8
F05,C08,2020,8
A61,G11,2022,8
B29,H03,2022,8
C12,H05,2021,8
F16,H03,2021,8
H04,C23,2021,8
F05,G06,2015,8
C07,B65,2015,8
F05,C08,2021,8
G07,B29,2012,8
B62,G09,2021,8
G06,F05,2015,8
B29,H02,2012,8
B60,G11,2022,8
F02,G06,2013,8
B82,H02,2015,8
B23,G11,2015,8
G11,Y10,2022,8
G07,B62,2015,8
G03,G07,2015,8
G09,B82,2015,8
C23,G06,2014,8
G09,B29,2022,8
B65,C23,2013,8
B60,G03,2014,8
B29,G09,2013,8
C09,G09,2013,8
H03,G02,2013,8
C09,F02,2021,8
B23,C09,2012,8
F02,G07,2014,8
G16,H05,2012,8
F05,G06,2014,8
C08,G06,2014,8
F16,C12,2012,8
B65,G11,2014,8
B65,C12,2014,8
G07,F16,2014,8
C09,H04,2012,8
F02,G07,2013,8
B62,H05,2013,8
B32,F05,2014,8
G16,B60,2013,8
H04,C12,2022,8
B65,B62,2012,8
F02,C23,2014,8
G03,B23,2014,8
G11,B23,2014,8
B29,F02,2013,8
B65,C23,2015,8
A61,F05,2015,8
G09,C09,2013,8
C23,G06,2013,8
C12,F16,2014,8
B62,H04,2012,8
B62,H05,2015,8
F02,B29,2022,8
B01,H04,2013,8
H03,G02,2012,8
B29,H02,2013,8
B23,B01,2012,8
B62,B23,2013,8
H05,F01,2014,8
B01,F05,2012,8
B65,F02,2015,8
B65,G16,2015,8
H05,F02,2022,8
C23,F02,2015,8
G16,H05,2013,8
G11,B29,2013,8
H04,B01,2014,8
G02,B01,2014,8
G03,B23,2013,8
C08,B62,2021,8
F01,A61,2016,8
G02,H03,2011,8
H05,B01,2011,8
B62,F02,2011,8
H05,G16,2021,8
B82,H03,2021,8
H03,F02,2016,8
B29,G16,2021,8
H02,G16,2018,8
G03,B01,2011,8
G09,C09,2016,8
C07,G06,2011,8
B32,G06,2011,8
G03,B23,2011,8
C12,G02,2011,8
G11,B32,2016,8
H01,G16,2011,8
C12,H05,2016,8
C09,B23,2016,8
C08,B23,2016,8
H03,F02,2021,8
B32,G11,2016,8
B01,H03,2019,8
C12,G03,2019,8
B60,C23,2016,8
G16,G03,2016,8
G07,B23,2019,8
H04,C23,2019,8
G07,H03,2020,8
F02,G06,2011,8
C09,H02,2018,8
C12,G03,2016,8
F16,C12,2018,8
G11,C08,2011,8
C09,F16,2011,8
H03,G07,2017,8
A61,F05,2017,8
H04,F05,2018,8
G11,C09,2018,8
H04,B29,2011,8
C08,G11,2018,8
F01,H05,2011,8
C12,G02,2018,8
G07,G11,2018,8
C09,G11,2018,8
G02,B62,2018,8
C09,H04,2018,8
G07,H03,2017,8
B23,C08,2017,8
F02,H03,2018,8
G09,B23,2018,8
B65,F01,2018,8
G07,G11,2017,8
C07,B29,2017,8
G07,F01,2018,8
B60,B23,2011,8
B01,F05,2011,8
G09,C08,2017,8
F01,H04,2018,8
B01,B60,2011,8
B01,G07,2019,8
B29,C23,2011,8
B65,G11,2016,8
G07,G03,2020,8
C08,G11,2021,8
F16,C12,2021,8
C08,F02,2021,8
B32,B62,2012,8
F02,B32,2021,8
C23,H02,2021,8
H03,B62,2019,8
F16,G11,2021,8
C09,F05,2021,8
F05,C08,2019,8
G11,C09,2020,8
B01,G11,2021,8
F16,C07,2020,8
B23,B82,2016,8
B32,H03,2019,8
G09,C08,2019,8
G11,G16,2019,8
B65,C07,2021,8
C08,G11,2020,8
C07,B60,2016,8
C07,F16,2016,8
G16,H05,2016,8
H02,B82,2020,8
F02,B29,2016,8
B23,G07,2021,8
G11,A61,2013,7
H02,B29,2013,7
F01,B65,2018,7
H03,G03,2020,7
B29,C07,2013,7
G07,G02,2022,7
F01,C07,2018,7
B60,G03,2013,7
C12,F16,2018,7
G11,C07,2020,7
F16,H03,2019,7
A61,F05,2013,7
B62,G09,2020,7
G07,H03,2018,7
B65,C23,2011,7
C23,B62,2020,7
B29,H03,2019,7
C09,G07,2012,7
H03,G07,2022,7
G02,G07,2013,7
G06,C07,2018,7
G16,B01,2012,7
C12,F16,2013,7
B32,H03,2020,7
G03,H03,2020,7
G09,C23,2020,7
F01,C08,2019,7
B60,G11,2018,7
B62,B29,2012,7
B32,C07,2022,7
G03,G07,2013,7
B32,G11,2013,7
B60,C07,2018,7
G07,C09,2019,7
G11,C07,2013,7
C23,B60,2018,7
B29,C12,2013,7
B29,G11,2020,7
B62,H05,2022,7
F05,G07,2018,7
F05,G02,2019,7
Y10,C07,2022,7
H03,G03,2019,7
B29,C12,2022,7
B32,F02,2012,7
C08,B23,2019,7
G09,C08,2022,7
C23,H04,2019,7
F05,B29,2011,7
B23,H04,2022,7
G11,B60,2019,7
H05,F02,2012,7
B65,G11,2019,7
G06,B32,2011,7
H05,B65,2011,7
G03,G16,2019,7
G16,B29,2020,7
B60,C23,2019,7
B82,H02,2020,7
H04,B01,2022,7
G16,B65,2022,7
G16,H05,2022,7
H03,C23,2019,7
A61,G11,2012,7
G11,A61,2012,7
C09,B23,2022,7
C09,G09,2011,7
G09,C07,2019,7
G09,B01,2019,7
G11,F16,2018,7
H02,C08,2018,7
B60,C23,2018,7
F05,H04,2019,7
G06,C08,2022,7
H02,B29,2022,7
C23,F02,2022,7
B32,G11,2018,7
B65,F05,2018,7
G06,C07,2012,7
C09,B60,2012,7
F01,B32,2011,7
B23,B82,2018,7
G03,B01,2012,7
G02,H03,2012,7
H04,C07,2018,7
B29,G07,2019,7
F16,C07,2018,7
G16,H03,2019,7
F05,C08,2018,7
C08,F01,2018,7
G11,B23,2021,7
F05,B65,2017,7
F01,C09,2011,7
F05,H04,2016,7
C23,H04,2016,7
F16,G16,2021,7
C12,H05,2015,7
B32,C12,2015,7
F01,G02,2016,7
B82,H04,2022,7
F02,A61,2015,7
C08,G11,2016,7
G16,B60,2016,7
H03,C12,2021,7
B01,G09,2016,7
G09,C09,2011,7
G09,C08,2016,7
H05,F05,2016,7
B29,G11,2014,7
G02,C12,2014,7
F16,C12,2016,7
G06,F02,2014,7
C08,G09,2016,7
F05,H05,2016,7
H05,G16,2016,7
G11,C08,2016,7
G09,B23,2016,7
C09,G07,2016,7
H04,C23,2016,7
C08,H04,2014,7
C23,H02,2016,7
C08,B23,2015,7
A61,F05,2016,7
B65,F01,2021,7
G11,F16,2021,7
G09,B62,2021,7
A61,F01,2021,7
G07,C09,2021,7
F02,G16,2015,7
F05,B65,2021,7
C08,F01,2021,7
C12,G09,2021,7
B32,G11,2021,7
C07,G11,2021,7
G11,C08,2015,7
B65,C07,2015,7
C12,B32,2015,7
H02,C08,2016,7
G02,B62,2015,7
C07,B29,2015,7
G09,B23,2015,7
G07,G11,2021,7
B60,B82,2015,7
C23,B60,2015,7
G16,H05,2015,7
B23,G09,2016,7
G09,B62,2016,7
G09,C08,2015,7
C07,G11,2015,7
G07,H03,2015,7
C07,B65,2014,7
H05,F02,2014,7
C08,G11,2017,7
B23,C09,2022,7
G03,G16,2013,7
G11,B29,2017,7
B82,H02,2011,7
C23,B65,2022,7
G09,B01,2017,7
H04,C08,2017,7
C07,H04,2017,7
H03,B32,2020,7
B60,C09,2011,7
B23,B82,2013,7
H05,F02,2013,7
H04,F05,2017,7
C12,H04,2013,7
C09,G06,2013,7
F02,C07,2017,7
F05,B01,2013,7
B23,H04,2013,7
F01,G07,2017,7
B60,B01,2013,7
G11,F16,2017,7
F01,G02,2017,7
G11,B65,2017,7
C08,G16,2013,7
F01,B65,2017,7
G06,C08,2013,7
F05,C09,2017,7
B60,B32,2011,7
G07,G03,2014,7
G16,H05,2011,7
F16,B82,2011,7
F16,G09,2013,7
G11,C09,2014,7
G07,H02,2014,7
C09,G11,2017,7
H05,B62,2014,7
G11,C07,2014,7
G16,B60,2014,7
A61,G11,2014,7
B01,G07,2014,7
C08,F01,2017,7
B62,F01,2014,7
C08,F05,2017,7
H02,B82,2011,7
C07,F01,2017,7
B29,C07,2022,7
C23,H03,2020,7
C12,B32,2017,7
B23,F02,2011,7
C08,F05,2021,6
F02,H03,2020,6
F16,G16,2020,6
F02,C09,2021,6
C23,H02,2020,6
G07,C08,2021,6
G11,B01,2021,6
B62,B01,2021,6
G07,F01,2021,6
F05,A61,2021,6
F05,B65,2020,6
C09,G07,2021,6
C23,C12,2021,6
C09,G11,2021,6
B23,H03,2020,6
H03,G03,2021,6
G11,C12,2022,6
G11,B65,2022,6
G07,F05,2020,6
H03,B23,2021,6
G11,B60,2020,6
G02,F05,2021,6
G02,F01,2021,6
G06,C07,2022,6
Y10,G11,2022,6
G16,B65,2011,6
A61,F01,2022,6
C07,G11,2020,6
B23,C08,2022,6
C12,G09,2020,6
G03,C12,2020,6
G09,B82,2020,6
G07,B32,2021,6
H04,C23,2020,6
B29,H03,2021,6
C07,B29,2022,6
G16,B60,2011,6
H04,C07,2022,6
H02,B82,2021,6
C12,B60,2021,6
C07,G09,2021,6
G11,B23,2020,6
G07,H05,2012,6
B32,C12,2018,6
A61,F02,2014,6
C09,H04,2014,6
C12,C23,2019,6
F05,B65,2019,6
C09,G11,2012,6
G02,F05,2019,6
C23,B62,2019,6
B82,H04,2019,6
H03,F02,2019,6
B65,F02,2019,6
F02,A61,2014,6
C08,H02,2014,6
G03,C12,2017,6
B01,G11,2011,6
B23,H02,2011,6
B23,C08,2015,6
H02,C23,2019,6
B32,G11,2014,6
F02,H04,2011,6
G02,B65,2012,6
H03,G03,2011,6
H02,G16,2014,6
F16,B82,2014,6
B82,H03,2014,6
B01,H04,2014,6
B62,H04,2011,6
H03,G07,2011,6
C09,G11,2011,6
A61,F05,2014,6
G11,G16,2017,6
C07,G11,2014,6
B01,B62,2019,6
F02,H03,2019,6
F05,B32,2014,6
F01,G02,2019,6
H05,G07,2013,6
B32,F01,2013,6
G06,F05,2013,6
G11,B23,2016,6
B01,G09,2019,6
B32,G16,2019,6
H02,B82,2012,6
G03,G16,2012,6
B01,G11,2012,6
G16,H02,2014,6
G09,B62,2014,6
B01,G09,2014,6
B01,G11,2014,6
H05,G07,2011,6
B23,G07,2019,6
G06,B32,2013,6
G06,C07,2011,6
H02,B82,2013,6
C12,F16,2012,6
G02,G16,2012,6
C12,H05,2014,6
F02,G07,2012,6
G11,B29,2014,6
F16,B82,2012,6
B23,H04,2014,6
B01,G11,2013,6
G07,F02,2014,6
B01,H02,2014,6
G03,B01,2013,6
B82,H02,2014,6
C09,H04,2015,6
B32,C07,2014,6
G07,G03,2019,6
B01,G07,2011,6
B01,G09,2018,6
F05,B01,2011,6
F05,H05,2015,6
F05,G02,2017,6
B62,C09,2018,6
F01,B29,2012,6
A61,F02,2015,6
G02,G07,2011,6
B60,G11,2011,6
C23,H04,2018,6
B62,B32,2015,6
H04,C08,2015,6
G09,B32,2011,6
F05,C09,2011,6
B65,G16,2011,6
H05,F05,2015,6
H04,C07,2012,6
B60,C07,2017,6
B32,H04,2012,6
F01,H04,2015,6
B23,B62,2012,6
F02,B29,2015,6
C07,G06,2015,6
C07,B60,2015,6
H02,B01,2015,6
B32,G11,2012,6
G03,B32,2012,6
B01,G11,2015,6
F01,B65,2015,6
H05,F05,2012,6
B23,G07,2018,6
B23,G11,2018,6
C12,H04,2014,6
G16,H03,2017,6
B32,H03,2018,6
H02,C23,2017,6
G07,G02,2012,6
G11,B23,2018,6
G07,C09,2014,6
C09,G07,2014,6
B23,B82,2012,6
B82,F16,2017,6
C23,H03,2017,6
C07,F02,2017,6
F16,G07,2014,6
C07,G09,2017,6
F05,H04,2018,6
G03,C12,2018,6
C12,B29,2018,6
C23,H02,2018,6
B82,B32,2018,6
G16,B29,2018,6
B62,G09,2018,6
B60,C23,2017,6
F05,G07,2017,6
C07,H02,2018,6
G16,H02,2015,6
G11,B23,2015,6
G02,G16,2015,6
G03,G11,2018,6
H02,C09,2015,6
B82,G07,2015,6
H04,C08,2018,6
C07,F01,2018,6
G03,H03,2019,6
H02,B23,2011,6
F02,H03,2016,6
C09,G11,2016,6
H05,C12,2016,6
H01,F05,2012,6
B60,B01,2012,6
F05,B32,2012,6
G07,G02,2013,6
F02,C23,2016,6
B32,F02,2016,6
F01,H04,2013,6
B62,G09,2016,6
B23,G11,2016,6
C08,H04,2016,6
B65,F05,2019,6
B32,H03,2016,6
A61,G11,2013,6
B62,G16,2016,6
F01,G07,2016,6
G11,A61,2016,6
H04,C12,2013,6
B62,C09,2020,6
G16,G03,2013,6
G06,C09,2013,6
G16,G11,2016,6
G07,H05,2013,6
H02,C08,2013,6
B62,B01,2020,6
G07,F02,2013,6
F02,H03,2013,6
C12,B65,2013,6
F01,G02,2020,6
F16,G16,2016,6
H03,C12,2019,6
F02,C08,2020,6
C09,F01,2016,6
B29,G11,2013,6
F02,B29,2013,6
C12,G02,2013,6
G02,C12,2012,6
C23,H04,2017,5
B23,G11,2017,5
H02,C23,2021,5
F16,C07,2017,5
B60,B23,2012,5
C09,F01,2014,5
H03,F16,2015,5
C09,B62,2015,5
B62,F01,2015,5
G16,B62,2017,5
G07,G03,2012,5
G02,G16,2014,5
C07,G06,2022,5
B29,C12,2011,5
B29,C07,2014,5
C12,F01,2014,5
B82,G09,2020,5
B82,B32,2011,5
C23,F02,2011,5
H04,B23,2014,5
G11,A61,2022,5
B62,B01,2019,5
B62,B23,2011,5
C07,B29,2011,5
B32,H04,2011,5
B32,F01,2014,5
G07,G03,2021,5
F01,A61,2019,5
B23,G11,2021,5
B23,G11,2011,5
F05,B01,2014,5
G16,B82,2012,5
F05,H01,2011,5
F16,G07,2011,5
B62,G09,2015,5
B62,H01,2011,5
F01,G07,2014,5
G09,B29,2013,5
G16,B62,2015,5
F02,H03,2014,5
H04,C07,2014,5
G11,C23,2022,5
B23,G07,2016,5
C09,H02,2016,5
F16,B82,2020,5
F16,C07,2015,5
G16,B60,2022,5
G09,C23,2018,5
G06,C08,2014,5
B65,F05,2016,5
B62,G03,2020,5
G03,G07,2017,5
B23,B62,2013,5
B62,G16,2018,5
B23,G07,2017,5
H02,C07,2017,5
G11,A61,2018,5
C08,B23,2018,5
B29,G16,2017,5
C07,B32,2018,5
G11,B29,2015,5
B23,C08,2018,5
H03,B29,2017,5
B32,G11,2015,5
G09,C08,2018,5
C12,B32,2018,5
B65,F02,2018,5
C12,G03,2015,5
G16,F16,2015,5
B01,G11,2017,5
G07,C07,2013,5
F02,H05,2012,5
F02,C07,2015,5
F01,A61,2018,5
B82,H02,2016,5
G09,B62,2015,5
F02,C08,2018,5
B32,G07,2016,5
C23,H03,2015,5
B60,G11,2015,5
B65,G11,2015,5
B82,B23,2020,5
F01,G07,2015,5
H04,C23,2018,5
A61,F01,2018,5
C08,H03,2017,5
B23,B82,2017,5
B62,B32,2018,5
C23,B60,2022,5
C23,B60,2021,5
G07,B23,2021,5
F02,B32,2017,5
F16,B82,2018,5
F01,B82,2014,5
B23,G11,2014,5
F01,A61,2021,5
C09,H02,2014,5
C23,B65,2012,5
C09,F01,2012,5
C12,G11,2021,5
B01,G11,2018,5
G07,H03,2016,5
F05,B01,2012,5
H02,C09,2016,5
F02,H05,2022,5
H03,C23,2015,5
G11,B29,2016,5
G02,F05,2017,5
B29,G11,2018,5
C08,B23,2013,5
G11,G07,2017,5
G07,F01,2017,5
C08,F01,2014,5
G11,C09,2017,5
G16,H02,2017,5
H04,F05,2022,5
F01,C08,2015,5
B82,G09,2017,5
G11,B60,2017,5
F02,H04,2013,5
C07,F02,2018,5
G07,B29,2020,5
C08,F02,2017,5
B60,C07,2022,5
G11,B32,2020,5
C09,F02,2020,5
G11,B65,2011,5
H03,B62,2017,5
G03,H03,2021,5
G16,B01,2014,5
G11,C08,2020,5
G07,H03,2012,5
F01,C09,2016,5
F02,C07,2020,5
H03,C23,2021,5
H02,C09,2014,5
H02,B29,2014,5
G16,B29,2021,5
C09,B62,2020,5
B82,G09,2016,5
B23,H03,2019,5
B65,C23,2022,5
C08,G09,2017,5
G03,G16,2020,5
C09,G16,2019,5
B62,G07,2013,5
F02,B29,2014,5
B32,H03,2015,5
H03,B23,2020,5
F01,C08,2020,5
B60,G11,2012,5
C07,F16,2019,5
B01,B62,2020,5
G06,C07,2014,5
G11,A61,2020,5
H03,G07,2015,5
F01,C08,2013,5
A61,F05,2022,5
B62,H01,2012,5
C07,B65,2011,5
B60,G03,2011,5
B01,H04,2012,5
G07,B82,2016,5
C08,B62,2015,5
C23,C12,2016,5
C07,G11,2013,5
C07,B32,2017,5
A61,F02,2020,5
C23,H02,2015,5
C07,G11,2022,5
G16,B82,2019,5
B60,G16,2012,5
C12,F01,2013,5
H03,G07,2012,5
C07,H02,2020,5
H03,B29,2020,5
F05,G06,2016,5
G07,C09,2020,5
F05,B60,2015,5
C12,H05,2013,5
F16,G09,2012,5
B62,F01,2011,5
G16,G03,2020,5
G07,G03,2013,5
B29,G11,2019,5
B23,G07,2015,5
B32,F05,2012,5
F05,B62,2019,5
G16,F16,2019,5
B82,G16,2020,5
C23,G09,2020,5
F01,G06,2013,5
B65,G11,2013,5
H04,C08,2022,5
F16,C07,2019,5
H04,B01,2015,5
B60,G11,2021,5
F02,A61,2016,5
B65,F05,2021,5
B65,F05,2015,5
C08,H04,2022,5
F01,B62,2011,5
B23,H03,2021,5
H02,B82,2019,5
F02,H03,2015,5
F02,C07,2019,5
G07,B62,2013,5
B32,C12,2014,5
H05,C12,2012,5
G03,B23,2012,5
C07,G11,2019,5
B62,G06,2012,5
C07,F02,2019,5
B82,B23,2019,5
F02,B65,2019,5
C07,H04,2015,5
Y10,G07,2022,5
C08,H02,2012,5
C12,F16,2015,5
F02,C23,2011,5
G07,G02,2011,5
C09,G07,2019,5
B62,C09,2021,5
F01,G06,2012,5
A61,F01,2011,5
B01,B23,2011,5
B60,B82,2017,5
H05,F02,2011,5
B32,C12,2020,5
F01,A61,2020,5
C23,B65,2011,5
C12,B65,2012,5
H03,C23,2016,5
H03,B23,2019,5
F16,G16,2014,5
B23,H02,2012,5
C12,B65,2014,5
G11,B60,2021,5
C09,F05,2020,5
H02,B01,2014,5
B23,B01,2011,5
C07,G11,2011,5
B82,G16,2019,5
F02,C09,2020,5
H03,G02,2011,5
H03,G03,2016,5
B65,H03,2019,5
C09,F02,2019,5
B32,G03,2011,5
C07,F01,2016,5
F16,G09,2011,5
G07,G11,2022,5
G09,C23,2021,4
B32,G11,2017,4
C23,B62,2017,4
G07,C09,2017,4
G11,C12,2021,4
B60,C07,2016,4
F01,C08,2021,4
B29,G11,2017,4
H04,F01,2015,4
G16,B62,2016,4
C23,G09,2016,4
F02,G02,2021,4
C23,H04,2021,4
F05,H04,2022,4
C07,G11,2017,4
F05,G02,2022,4
F01,B65,2021,4
B62,G02,2017,4
F05,G02,2016,4
C12,B32,2021,4
C12,H03,2017,4
G16,C09,2021,4
B23,H03,2015,4
B01,H03,2021,4
G03,B60,2012,4
C12,C23,2021,4
G03,B01,2022,4
F16,G07,2012,4
F05,A61,2012,4
B82,B60,2016,4
B65,F02,2016,4
B01,G07,2016,4
G16,B29,2016,4
B01,G09,2017,4
A61,F02,2016,4
G07,C09,2016,4
H03,G16,2016,4
B62,F05,2021,4
C23,B60,2011,4
H03,B32,2021,4
F01,C08,2012,4
F16,G16,2012,4
G11,A61,2011,4
B29,F02,2022,4
F01,C07,2021,4
F01,G02,2015,4
H03,B32,2016,4
B65,G11,2011,4
B60,G16,2011,4
F02,B32,2015,4
G07,B01,2021,4
G11,G16,2022,4
C08,F02,2016,4
C08,F02,2022,4
F05,B65,2016,4
C07,H02,2021,4
F02,A61,2021,4
B32,B62,2011,4
F02,C09,2017,4
B23,B62,2011,4
G11,B32,2012,4
G16,B29,2012,4
G07,G03,2016,4
B23,G03,2012,4
H02,C12,2016,4
G09,B62,2022,4
C12,G03,2021,4
H02,C07,2021,4
B62,C08,2021,4
H05,F01,2012,4
B01,G07,2012,4
C09,G06,2012,4
C07,B65,2012,4
B62,G02,2016,4
H03,B65,2022,4
A61,F02,2021,4
G16,G03,2021,4
H03,B29,2022,4
B60,C07,2012,4
C08,F01,2012,4
C12,B65,2011,4
G11,G16,2012,4
H02,B82,2022,4
C12,H04,2012,4
A61,F01,2012,4
B32,H02,2011,4
H02,C23,2016,4
G02,B62,2022,4
H03,B62,2016,4
C23,G09,2017,4
G11,C08,2017,4
H03,B29,2021,4
G07,F05,2017,4
G03,G07,2021,4
F02,B65,2015,4
F05,B62,2021,4
H03,F16,2017,4
F01,A61,2015,4
G11,C08,2022,4
C07,B29,2012,4
B32,H02,2012,4
G07,B29,2021,4
G11,B01,2016,4
B82,B23,2021,4
B29,G07,2022,4
G11,B23,2017,4
B32,C07,2016,4
G03,G07,2016,4
H03,B23,2017,4
B29,H03,2016,4
F05,G07,2021,4
F02,C08,2021,4
F01,C07,2016,4
F02,B65,2017,4
G02,F02,2017,4
B60,G11,2016,4
G07,B01,2016,4
B65,F01,2017,4
G03,C12,2016,4
F16,C07,2016,4
F01,H05,2012,4
F02,B29,2011,4
B65,F01,2016,4
C07,H04,2016,4
G06,F05,2011,4
C12,B23,2016,4
B01,B62,2016,4
C09,F01,2011,4
B29,G11,2016,4
C08,G09,2012,4
G07,G03,2017,4
H03,G16,2015,4
G07,B23,2016,4
G09,C07,2021,4
H03,G03,2017,4
C23,B60,2016,4
H05,G16,2012,4
C23,G09,2021,4
H02,C23,2022,4
C07,B23,2019,4
C12,G03,2014,4
H04,F02,2014,4
B32,F02,2014,4
B01,G09,2012,4
B60,C07,2014,4
C12,G03,2020,4
H04,C23,2014,4
C09,B62,2014,4
C23,B60,2014,4
G16,H03,2014,4
G11,B29,2020,4
B23,G07,2022,4
B29,C12,2014,4
F05,H05,2014,4
F05,C12,2020,4
F05,C08,2022,4
G16,B82,2014,4
B65,B82,2020,4
B32,G07,2020,4
C09,H04,2013,4
C23,H04,2014,4
G07,B32,2020,4
F05,C07,2020,4
F05,B62,2020,4
C07,F02,2020,4
B01,H03,2020,4
C23,H03,2019,4
G09,B29,2012,4
C07,G09,2019,4
G11,G16,2020,4
G09,C08,2014,4
F01,A61,2014,4
H03,F16,2018,4
B23,B01,2014,4
F02,B32,2018,4
C07,H02,2014,4
H05,F05,2014,4
G03,H03,2022,4
H03,C23,2014,4
B82,F16,2011,4
F02,H05,2011,4
G03,B32,2022,4
G06,C23,2011,4
G16,G03,2014,4
H02,C08,2011,4
B60,G11,2014,4
C08,G06,2013,4
C09,B62,2019,4
B82,G09,2011,4
C08,G07,2019,4
F01,H03,2014,4
B62,H03,2019,4
F02,G02,2019,4
G07,B82,2014,4
B60,B82,2014,4
B60,C12,2019,4
H05,G16,2014,4
C09,H03,2019,4
F02,H05,2014,4
B23,C12,2019,4
C23,F02,2014,4
C08,F05,2022,4
G07,B29,2019,4
C23,B60,2013,4
C23,H04,2022,4
C08,G16,2020,4
F02,G16,2013,4
G16,H02,2013,4
H02,G16,2013,4
C12,B29,2013,4
F02,A61,2019,4
B62,F01,2013,4
B01,G09,2013,4
G11,B32,2019,4
H04,B62,2013,4
G16,G11,2020,4
G16,G02,2013,4
C07,B65,2013,4
G07,F01,2022,4
C07,B29,2013,4
B62,G09,2013,4
F05,C08,2013,4
B32,H04,2013,4
F16,B82,2013,4
B23,C08,2013,4
C08,F01,2013,4
G07,H02,2013,4
C08,F02,2013,4
C12,F02,2020,4
C09,H02,2013,4
F01,C12,2013,4
C23,G11,2022,4
F16,G11,2022,4
B01,G07,2013,4
C07,F01,2019,4
C09,G11,2019,4
G11,C09,2019,4
G07,C12,2020,4
F01,C12,2020,4
F01,B82,2013,4
C09,B23,2013,4
